04230,04391,1,15.037647,0.133009
04230,04391,2,6.391765,0.086716
04230,04391,3,0.000000,0.000000
04230,04391,4,0.000000,0.000000
04230,04391,5,0.065882,0.008804
04230,04391,6,10.664706,0.112012
04230,04391,7,0.100000,0.010847
04230,04391,8,0.000000,0.000000
04230,04391,9,7.243529,0.092314
04230,04391,10,4.912941,0.076026
04391,04415,1,0.000000,0.000000
04391,04415,2,0.000000,0.000000
04391,04415,3,0.000000,0.000000
04391,04415,4,0.000000,0.000000
04391,04415,5,0.000000,0.000000
04391,04415,6,0.000000,0.000000
04391,04415,7,0.000000,0.000000
04391,04415,8,0.000000,0.000000
04391,04415,9,0.000000,0.000000
04391,04415,10,0.000000,0.000000
04415,04902,1,142.165113,0.073705
04415,04902,2,96.714024,0.060792
04415,04902,3,0.081123,0.001761
04415,04902,4,0.007222,0.000525
04415,04902,5,4.449637,0.013039
04415,04902,6,90.851318,0.058920
04415,04902,7,0.424035,0.004025
04415,04902,8,0.000191,0.000085
04415,04902,9,124.748261,0.069042
04415,04902,10,85.052541,0.057009
04902,05010,1,129.464407,0.110411
04902,05010,2,87.334746,0.090684
04902,05010,3,0.267985,0.005023
04902,05010,4,0.004614,0.000659
04902,05010,5,2.869962,0.016439
04902,05010,6,84.380885,0.089137
04902,05010,7,0.481168,0.006731
04902,05010,8,0.000000,0.000000
04902,05010,9,113.289360,0.103284
04902,05010,10,76.306121,0.084765
05010,05453,1,125.082408,0.053251
05010,05453,2,82.123147,0.043148
05010,05453,3,0.023555,0.000731
05010,05453,4,0.005056,0.000339
05010,05453,5,2.848651,0.008036
05010,05453,6,79.330197,0.042408
05010,05453,7,0.448628,0.003189
05010,05453,8,0.000068,0.000039
05010,05453,9,108.543550,0.049606
05010,05453,10,71.914668,0.040378
05453,05475,1,0.000000,0.000000
05453,05475,2,0.000000,0.000000
05453,05475,3,0.000000,0.000000
05453,05475,4,0.000000,0.000000
05453,05475,5,0.000000,0.000000
05453,05475,6,0.000000,0.000000
05453,05475,7,0.000000,0.000000
05453,05475,8,0.000000,0.000000
05453,05475,9,0.000000,0.000000
05453,05475,10,0.000000,0.000000
05475,05713,1,132.009910,0.063940
05475,05713,2,83.275720,0.050784
05475,05713,3,0.032828,0.001008
05475,05713,4,0.004738,0.000383
05475,05713,5,1.976649,0.007824
05475,05713,6,86.444565,0.051741
05475,05713,7,0.454630,0.003752
05475,05713,8,0.000031,0.000031
05475,05713,9,114.050201,0.059431
05475,05713,10,73.042087,0.047561
05713,06754,1,104.677112,0.054021
05713,06754,2,65.982827,0.042889
05713,06754,3,0.028882,0.000897
05713,06754,4,0.004600,0.000358
05713,06754,5,1.657039,0.006797
05713,06754,6,70.660775,0.044384
05713,06754,7,0.353778,0.003141
05713,06754,8,0.000028,0.000028
05713,06754,9,88.780067,0.049750
05713,06754,10,54.727098,0.039060
06754,06930,1,119.866964,0.103452
06754,06930,2,78.285982,0.083605
06754,06930,3,0.017143,0.001237
06754,06930,4,0.006786,0.000778
06754,06930,5,1.788125,0.012635
06754,06930,6,75.264196,0.081976
06754,06930,7,0.420625,0.006128
06754,06930,8,0.000179,0.000126
06754,06930,9,103.381071,0.096075
06754,06930,10,63.220179,0.075131
06930,09767,1,126.742963,0.026103
06930,09767,2,91.523089,0.022181
06930,09767,3,0.038173,0.000453
06930,09767,4,0.021777,0.000342
06930,09767,5,2.089931,0.003352
06930,09767,6,85.755241,0.021471
06930,09767,7,0.501935,0.001643
06930,09767,8,0.007978,0.000207
06930,09767,9,107.868686,0.024081
06930,09767,10,76.108429,0.020227
09767,09960,1,34.681429,0.090871
09767,09960,2,16.112381,0.061938
09767,09960,3,0.000000,0.000000
09767,09960,4,0.000000,0.000000
09767,09960,5,0.064524,0.003920
09767,09960,6,9.050000,0.046419
09767,09960,7,0.089286,0.004611
09767,09960,8,0.000000,0.000000
09767,09960,9,16.585714,0.062841
09767,09960,10,7.192619,0.041383
09960,10936,1,229.092390,0.033824
09960,10936,2,97.657608,0.022083
09960,10936,3,0.006357,0.000178
09960,10936,4,13.925194,0.008339
09960,10936,5,2.920155,0.003819
09960,10936,6,124.189843,0.024903
09960,10936,7,0.712165,0.001886
09960,10936,8,3.148459,0.003965
09960,10936,9,188.490742,0.030680
09960,10936,10,69.035735,0.018567
10936,10988,1,209.727692,0.568030
10936,10988,2,100.972308,0.394135
10936,10988,3,0.010769,0.004070
10936,10988,4,0.000000,0.000000
10936,10988,5,3.647692,0.074912
10936,10988,6,203.070769,0.558942
10936,10988,7,0.384615,0.024325
10936,10988,8,3.720000,0.075651
10936,10988,9,174.344615,0.517902
10936,10988,10,76.823077,0.343787
10988,11085,1,204.842286,0.342130
10988,11085,2,95.276000,0.233331
10988,11085,3,0.010286,0.002424
10988,11085,4,0.000000,0.000000
10988,11085,5,3.052571,0.041765
10988,11085,6,150.280000,0.293043
10988,11085,7,0.325714,0.013643
10988,11085,8,3.775429,0.046448
10988,11085,9,169.877143,0.311565
10988,11085,10,71.401143,0.201992
11085,11669,1,196.686139,0.070988
11085,11669,2,88.695081,0.047671
11085,11669,3,0.008276,0.000460
11085,11669,4,72.740123,0.043171
11085,11669,5,2.860543,0.008561
11085,11669,6,109.378862,0.052938
11085,11669,7,0.318473,0.002857
11085,11669,8,3.525263,0.009504
11085,11669,9,165.553882,0.065128
11085,11669,10,67.673764,0.041640
11669,12516,1,181.376862,0.035304
11669,12516,2,75.384751,0.022760
11669,12516,3,0.020155,0.000372
11669,12516,4,71.642544,0.022188
11669,12516,5,4.245279,0.005401
11669,12516,6,85.579048,0.024251
11669,12516,7,0.362830,0.001579
11669,12516,8,2.992839,0.004535
11669,12516,9,151.323708,0.032247
11669,12516,10,59.660445,0.020248
12516,14509,1,83.794617,0.017330
12516,14509,2,72.790767,0.016152
12516,14509,3,0.064105,0.000479
12516,14509,4,73.834027,0.016267
12516,14509,5,3.015487,0.003288
12516,14509,6,88.326175,0.017792
12516,14509,7,0.433848,0.001247
12516,14509,8,3.027762,0.003294
12516,14509,9,72.584456,0.016129
12516,14509,10,63.081818,0.015036
